subjects	S	flankers	R	rt
4	right	congruent	right	0.494982096984067
4	right	congruent	right	0.220848333779088
4	right	congruent	right	0.262067400785612
4	right	congruent	right	0.331238180443325
4	left	congruent	left	0.314880109114061
4	left	congruent	right	0.241188900135846
4	left	incongruent	left	0.44645674261
4	right	incongruent	right	0.29437835789204
4	right	incongruent	right	0.337343617092991
4	left	incongruent	left	0.274359933466818
4	right	incongruent	right	0.212147995553288
4	right	congruent	right	0.254057120121078
4	left	congruent	right	0.517047518876676
4	left	congruent	left	0.395891251785167
4	right	congruent	right	0.540623058778283
4	right	congruent	left	0.29066390533173
4	right	incongruent	right	0.331123428434626
4	left	incongruent	left	0.255490146727536
4	right	incongruent	right	0.20896233966841
4	left	incongruent	left	0.308128142958332
4	left	incongruent	right	0.365300855451749
4	right	incongruent	left	0.331864000875318
4	left	congruent	left	0.228881845308965
4	right	congruent	right	0.333728432096652
4	left	congruent	left	0.360992885140086
4	left	congruent	left	0.615617751643989
4	right	congruent	right	0.267655814546742
4	left	congruent	left	0.259708768255323
4	right	congruent	right	0.442608192331369
4	right	congruent	right	0.187602477799904
4	left	congruent	left	0.232413088144607
4	right	incongruent	right	0.268172173578214
4	left	congruent	left	0.395362058721089
4	right	incongruent	right	0.276486331455954
4	right	congruent	right	0.296779647740767
4	left	incongruent	left	0.349522718573411
4	right	congruent	right	0.181594671406583
4	right	incongruent	left	0.244508602870582
4	right	incongruent	left	0.262638429456388
4	right	incongruent	right	0.530058807560551
4	right	incongruent	right	0.220345644525292
4	right	congruent	right	0.232039584604864
4	right	incongruent	right	0.373735583581249
4	left	incongruent	right	0.468142372728591
4	left	incongruent	left	0.33280463074265
4	left	incongruent	left	0.343870307863305
4	right	incongruent	right	0.27065799050333
4	right	congruent	right	0.352089201804753
4	right	incongruent	right	0.209109335730626
4	right	congruent	right	0.289710151780336
4	right	congruent	right	0.224041026177456
4	right	congruent	right	0.238694610132495
4	right	congruent	right	0.197103426744137
4	left	incongruent	left	0.246119432047012
4	left	congruent	left	0.290179726356921
4	left	incongruent	left	0.80201772989843
4	right	congruent	right	0.305733184867139
4	right	congruent	right	0.501693747757065
4	left	congruent	left	0.235300251283936
4	left	incongruent	left	0.482560862588495
4	left	congruent	left	0.294899303694877
4	left	congruent	left	0.48157090001913
4	right	incongruent	right	0.42100521638441
4	left	incongruent	right	0.314701053296007
4	left	incongruent	left	0.260510995290523
4	left	incongruent	left	0.747346492127428
4	left	congruent	left	0.299740421456669
4	left	incongruent	left	0.222140409530517
4	right	congruent	right	0.320670818810321
4	right	incongruent	right	0.420733519082499
4	right	congruent	right	0.370005503122992
4	right	congruent	right	0.23301720013959
4	left	congruent	left	0.434335087091025
4	right	incongruent	right	0.255986871507218
4	left	incongruent	left	0.229169873446351
4	left	incongruent	left	0.224291635127465
4	left	congruent	left	0.261823071617212
4	right	incongruent	right	0.21949437902764
4	left	congruent	left	0.43541159409099
4	left	incongruent	left	0.209497803242508
4	right	congruent	right	0.357547500281536
4	right	incongruent	right	0.299693078468644
4	right	incongruent	right	0.45503276532111
4	right	incongruent	right	0.261852701504318
4	right	incongruent	right	0.3400167608006
4	right	congruent	right	0.292617509648001
4	right	congruent	right	0.388228343937568
4	left	incongruent	right	0.549201497091162
4	left	congruent	left	0.339312876312304
4	left	incongruent	left	0.216380899996138
4	left	incongruent	left	0.316203390427554
4	left	incongruent	left	0.391331425790979
4	right	incongruent	right	0.304376797590502
4	left	incongruent	left	0.213081025219135
4	right	incongruent	right	0.302906102214013
4	left	congruent	left	0.415600425046989
4	right	incongruent	left	0.419770981939601
4	right	congruent	right	0.226384497102632
4	right	congruent	right	0.415965295465259
4	right	congruent	right	0.577124918137917
4	left	incongruent	left	0.319575936181818
4	left	incongruent	left	0.210548063316282
4	right	congruent	right	0.212778923726145
4	left	congruent	left	0.457312510534923
4	left	congruent	right	0.223377719717275
4	right	congruent	right	0.201107020468646
4	left	congruent	right	0.351114720133622
4	right	congruent	right	1.20946624718287
4	right	congruent	right	0.258706269021239
4	right	congruent	right	0.424979939433214
4	right	incongruent	right	0.421392755026481
4	right	congruent	right	0.244912456547066
4	right	congruent	left	0.540105280668073
4	right	congruent	left	0.246428982912956
4	left	incongruent	left	0.547600414110717
4	left	incongruent	left	0.397269354105199
4	right	incongruent	right	0.228947082159378
4	right	incongruent	right	0.313461802362498
4	left	incongruent	left	0.352207225185559
4	right	congruent	right	0.587140678495072
4	right	congruent	right	0.201315087871422
4	right	incongruent	right	0.194089360568397
4	right	congruent	right	0.228982432153953
4	left	congruent	left	0.321782542484522
4	right	congruent	left	0.243147677644133
4	right	incongruent	right	0.291834839592633
4	right	congruent	right	0.220896904009916
4	left	incongruent	left	0.321797766846543
4	left	incongruent	right	0.308885520303515
4	right	incongruent	right	0.198439289337053
4	left	congruent	left	0.351880048314527
4	left	congruent	left	0.470177122952129
4	left	incongruent	left	0.281924027334359
4	left	incongruent	left	0.403224398637627
4	right	incongruent	left	0.380509352004401
4	left	congruent	right	0.251212527880203
4	right	incongruent	right	0.229665941453664
4	right	incongruent	right	0.22744777769094
4	left	incongruent	left	0.346343875098715
4	right	incongruent	left	0.525557990983396
4	right	incongruent	right	0.215624824370701
4	left	congruent	left	0.248926278004212
4	right	incongruent	left	0.239948888763223
4	right	congruent	right	0.204843924836223
4	right	congruent	right	0.304071444965042
4	right	incongruent	right	0.568676392301387
4	left	incongruent	left	0.295814919616178
4	left	congruent	left	0.374492583234368
4	left	incongruent	left	0.274002639367931
4	left	congruent	left	0.289962815227784
4	left	incongruent	left	0.608938527560634
4	left	congruent	left	0.300480328937913
4	right	congruent	right	0.290194098101118
4	left	congruent	left	0.355880505874482
4	right	incongruent	right	0.203660719751664
4	right	congruent	right	0.403264042710237
4	left	congruent	left	0.255172353181406
4	right	congruent	right	0.224156266444452
4	right	congruent	left	0.28073547692132
4	right	congruent	right	0.25345257265247
4	right	congruent	right	0.465346240809581
4	left	congruent	left	0.256094827901856
4	right	congruent	right	0.259321411433681
4	right	congruent	right	0.278881345973168
4	right	incongruent	right	0.202672507751955
4	left	congruent	left	0.299637523015023
4	left	incongruent	left	0.347623616370004
4	right	incongruent	right	0.194225216799775
4	right	congruent	right	0.227849844642645
4	right	congruent	right	0.214404797617849
4	right	incongruent	right	0.278037458680134
4	right	incongruent	right	0.21172379801629
4	left	incongruent	left	0.430828552032145
4	left	congruent	left	0.28231907666108
4	right	incongruent	right	0.282963111322122
4	left	congruent	left	0.322412121148868
4	left	incongruent	left	0.189330464993235
4	right	incongruent	right	0.45712142368366
4	right	congruent	left	0.366705744926074
4	right	congruent	right	0.242053453127206
4	left	incongruent	right	0.779047608861083
4	right	congruent	right	0.317457902123351
4	left	incongruent	left	0.561890774196538
4	left	incongruent	left	0.303319001121152
4	right	congruent	right	0.427791308269853
4	right	incongruent	left	0.394152770166262
4	left	congruent	left	0.195947599495129
4	right	congruent	right	0.259648902211524
4	left	incongruent	left	0.289582945125292
4	left	congruent	left	0.590890467714765
4	left	congruent	left	0.346989472874074
4	left	congruent	left	0.234296514400112
4	right	incongruent	right	0.19071293378963
4	right	incongruent	left	0.659984592671385
4	right	incongruent	left	0.700645490176283
4	left	congruent	right	0.324327950895298
4	left	incongruent	right	0.277607263854987
4	right	incongruent	right	0.274657078649753
4	left	congruent	left	0.222278702777661
4	right	congruent	right	0.222617299410174
4	right	incongruent	right	0.457269566963913
4	left	congruent	left	0.478504435861568
4	right	incongruent	left	0.743411251311376
4	right	incongruent	right	0.265283093843717
4	left	incongruent	left	0.377167898331893
4	right	congruent	right	0.337446709334317
4	right	incongruent	right	0.283730888121934
4	left	incongruent	left	0.191899214510937
4	right	incongruent	left	0.252844697907173
4	left	incongruent	left	0.359699904588324
4	right	congruent	right	0.316345890433744
4	left	congruent	left	0.480635092007201
4	right	congruent	right	0.263547046091105
4	left	incongruent	left	0.542323784349694
4	left	incongruent	left	0.307031890287794
4	right	incongruent	left	0.459009224156324
4	right	congruent	right	0.182782185235047
4	left	incongruent	left	0.630184362218727
4	right	incongruent	right	0.237516709713323
4	left	congruent	left	0.310965680273525
4	left	incongruent	right	0.814178677777309
4	left	incongruent	left	0.254243178978867
4	right	incongruent	right	0.311516367200606
4	left	incongruent	left	0.398616953527604
4	left	congruent	left	0.259947456584026
4	left	congruent	left	0.240547026308605
4	left	congruent	left	0.231859801039511
4	left	congruent	left	0.478673762634692
4	right	congruent	right	0.22436708768739
4	right	congruent	right	0.47740670325676
4	left	incongruent	right	0.258527469105382
4	left	incongruent	left	0.353390805616442
4	left	incongruent	left	0.297585879408532
4	left	congruent	left	0.313001077605905
4	left	congruent	right	0.186824907234136
4	right	congruent	right	0.192039258460575
4	left	incongruent	right	0.229678852609159
4	right	incongruent	right	0.223407461145839
4	left	congruent	left	0.278133098323112
4	left	incongruent	left	0.292277896720631
4	right	congruent	right	0.695867923092376
4	left	congruent	left	0.537859576632065
4	right	congruent	right	0.23772765319076
4	left	congruent	left	0.218248725150768
4	left	congruent	left	0.200697716505341
4	left	incongruent	left	0.297388955943052
4	left	incongruent	right	0.276395578377084
4	right	incongruent	left	0.239707544652741
4	right	congruent	right	0.277362377499944
4	right	congruent	right	0.489375882658656
4	left	incongruent	right	0.293792027101248
4	left	congruent	left	0.287827685178997
4	left	incongruent	left	0.269252932106831
4	left	incongruent	left	0.257646137188659
4	left	incongruent	left	0.25168655960227
4	right	congruent	right	0.303265829655058
4	right	incongruent	right	0.40794192373266
4	right	incongruent	right	0.210792173513002
4	right	incongruent	right	0.287040247078654
4	left	incongruent	left	0.296702340195977
4	left	incongruent	left	0.275191285629113
4	right	incongruent	right	0.218365058098277
4	left	congruent	right	0.22981262621054
4	left	incongruent	right	0.243607841585213
4	right	incongruent	right	0.548803883596675
4	right	congruent	right	0.432550952302054
4	right	incongruent	right	0.352778578690948
4	left	congruent	left	0.300725614114402
4	left	congruent	left	0.400607099270624
4	right	congruent	right	0.415623696922997
4	right	congruent	left	0.354522894395623
4	left	congruent	left	0.314695652762366
4	right	congruent	right	0.515378794491205
4	right	incongruent	right	0.354140569462431
4	left	incongruent	right	0.179193357614171
4	left	congruent	left	0.247382465166273
4	right	congruent	right	0.239449879755081
4	right	incongruent	right	0.260252792734584
4	left	congruent	left	0.215551113667371
4	left	incongruent	left	0.345217839624838
4	left	incongruent	left	0.246173833204773
4	right	congruent	right	0.401000006216594
4	right	congruent	right	0.318624128761673
4	left	incongruent	left	0.273737213598643
4	right	incongruent	left	0.620952386869964
4	right	incongruent	right	0.337916110254089
4	right	congruent	right	0.196190645494573
4	left	incongruent	left	0.87152777286007
4	left	incongruent	left	0.345719767783759
4	left	congruent	left	0.269247459225679
4	right	congruent	right	0.202607693951905
4	left	congruent	left	0.441808171534727
4	left	incongruent	left	0.188123480570368
4	right	incongruent	right	0.265035763423559
4	left	incongruent	left	0.364208950081941
4	right	congruent	right	0.378786053438953
4	left	congruent	right	0.190848139527712
4	left	incongruent	left	0.594553772073079
4	right	congruent	left	0.447800538044838
4	left	incongruent	left	0.432034971090041
4	left	congruent	left	0.497319345218128
4	left	congruent	left	0.332073616039013
4	left	congruent	left	0.33922989683331
4	left	incongruent	left	0.605166971025133
4	left	incongruent	left	0.328369529154062
4	right	congruent	right	0.265374222425799
4	right	incongruent	right	0.389126964797716
4	right	congruent	left	0.349857770682972
4	left	congruent	right	0.397396926195716
4	right	incongruent	right	0.471306857404016
4	right	incongruent	right	0.213792872217405
4	left	incongruent	left	0.279074748005341
4	right	incongruent	left	0.549882971122526
4	left	congruent	left	0.51883453233224
4	left	congruent	right	0.349682091814066
4	left	congruent	left	0.203800382949413
4	right	congruent	right	0.301262698615059
4	right	incongruent	right	0.212574456569844
4	left	incongruent	left	0.308881384611567
4	right	incongruent	right	0.3366224209047
4	right	incongruent	right	0.187410944001131
4	left	incongruent	left	1.13267991531895
4	left	incongruent	left	0.366680086613888
4	left	incongruent	right	0.413002196307382
4	right	incongruent	right	0.249946390044071
4	right	congruent	right	0.213768721479348
4	right	incongruent	right	0.20981234733224
4	right	congruent	right	0.387800111607873
4	right	congruent	right	0.198224236208492
4	left	congruent	right	0.370206447026617
4	right	congruent	right	0.254660234774303
4	left	incongruent	left	0.315919984079346
4	left	congruent	left	0.368033471212693
4	right	congruent	right	0.208153882446001
4	left	incongruent	left	0.193100485279908
4	right	congruent	right	0.211786511497797
4	right	congruent	right	0.252190692250865
4	left	congruent	left	0.280015775220097
4	right	incongruent	left	0.228990547465079
4	right	incongruent	right	0.275587700631894
4	right	congruent	right	0.356907147964654
4	right	congruent	right	0.260277848335256
4	left	incongruent	left	0.219141648891871
4	left	congruent	left	0.265933077948523
4	right	incongruent	left	0.308578105982264
4	right	incongruent	right	0.260819387267458
4	left	congruent	left	0.494057687011889
4	left	incongruent	left	0.252476056221112
4	right	incongruent	right	0.288755091826786
4	right	incongruent	right	0.301491553618722
4	right	congruent	right	0.307344263450246
4	right	incongruent	right	0.279629105794535
4	right	congruent	right	0.188419754222175
4	right	congruent	right	0.384724983690426
4	left	incongruent	right	0.322564806407713
4	right	congruent	right	0.35774075109383
4	left	incongruent	left	0.504863125380174
4	left	incongruent	left	0.32268570912164
4	left	congruent	left	0.292570144570051
4	left	congruent	left	0.335414229427782
4	left	incongruent	left	0.195950947805317
4	left	congruent	left	0.415049267453543
4	right	congruent	right	0.700977327228362
4	right	congruent	right	0.46480864567447
4	right	incongruent	right	0.409923700481413
4	right	incongruent	right	0.445964024798573
4	left	congruent	left	0.224936082613666
4	right	incongruent	left	0.798334522751126
4	left	incongruent	left	0.381103936465271
4	left	congruent	left	0.192763104493803
4	right	incongruent	right	0.375450910751269
4	right	incongruent	right	0.281812385457894
4	left	congruent	left	0.305297096210214
4	left	incongruent	left	0.518194419637301
4	left	incongruent	left	0.241442583853643
4	right	incongruent	left	0.210416701803324
4	right	incongruent	right	0.334993068447275
4	right	congruent	right	0.250657711406462
4	left	congruent	left	0.357971664267979
4	left	incongruent	left	0.207266103349163
4	left	congruent	left	0.3349962869344
4	left	incongruent	left	0.448446269280558
4	left	incongruent	left	0.328618751372387
4	left	congruent	left	0.598166629493133
4	right	congruent	left	0.208138822450786
4	left	incongruent	left	0.259367299254074
4	left	incongruent	right	0.314984530533195
4	left	incongruent	left	0.277076814272496
4	left	congruent	left	0.606201562021758
4	right	incongruent	right	0.509282285068843
4	right	incongruent	right	0.403401287464465
4	right	incongruent	right	0.564992899642412
4	right	incongruent	right	0.536740222506528
4	left	congruent	right	0.412988472449701
4	right	congruent	right	0.293752130137923
4	right	incongruent	right	0.199289318150323
4	left	congruent	right	0.306782396969596
4	left	congruent	left	0.340726058032676
4	right	congruent	right	0.223255326143486
4	right	incongruent	left	0.332529962345267
4	left	congruent	left	0.245596081507171
4	right	incongruent	right	0.240632480635101
4	left	congruent	left	0.375619192463966
4	right	incongruent	left	0.228786068109942
4	right	incongruent	right	0.302035402873861
4	left	congruent	left	0.335378280043583
4	left	incongruent	left	0.205429392015743
4	left	incongruent	right	0.392917117287445
4	left	incongruent	left	0.266947094732705
4	left	incongruent	left	0.231215616937693
4	left	congruent	left	0.29952262189052
4	right	congruent	right	0.194100313641914
4	left	congruent	left	0.293835199503917
4	left	congruent	left	0.592728423340906
5	right	congruent	right	0.263345462942755
5	right	congruent	right	0.345248729956141
5	left	congruent	left	0.364166236224783
5	right	congruent	right	0.386722887639259
5	left	incongruent	right	0.228910214704001
5	left	congruent	left	0.32677059380207
5	left	congruent	left	0.319375752002609
5	left	incongruent	right	0.486360707405194
5	right	incongruent	right	0.421820232745463
5	right	congruent	right	0.339369438666262
5	right	congruent	right	0.707865440787263
5	right	congruent	right	0.882798363163096
5	left	incongruent	left	0.270714684526808
5	right	congruent	right	0.445914921384225
5	left	incongruent	right	0.424944708070705
5	left	incongruent	left	0.47862526787776
5	right	congruent	right	0.460876766181481
5	right	incongruent	left	0.376322490545721
5	right	incongruent	left	0.264204729519625
5	right	incongruent	right	0.329498870000478
5	left	congruent	left	0.273512959080354
5	left	incongruent	left	0.785689576786739
5	right	congruent	right	0.568718623606746
5	left	incongruent	left	0.320888544747741
5	right	incongruent	right	0.330414908351628
5	right	incongruent	left	0.227122633468508
5	right	incongruent	right	0.348823354706581
5	right	congruent	right	0.266156139979302
5	left	incongruent	left	0.578336720876308
5	left	incongruent	left	0.86139576423576
5	right	congruent	right	0.247571641837755
5	left	incongruent	left	0.324779390569057
5	right	congruent	right	0.293539290635828
5	right	incongruent	right	1.21372648463123
5	left	congruent	left	0.317935073921335
5	right	congruent	right	0.392711046671078
5	left	congruent	left	0.325789611740393
5	left	incongruent	left	0.386136121051075
5	right	congruent	right	0.394893352571157
5	left	incongruent	right	0.505386584268163
5	right	incongruent	left	0.795534033492569
5	right	congruent	right	0.291613335879724
5	left	incongruent	left	0.596680465371645
5	right	incongruent	left	0.434358020933527
5	left	incongruent	left	0.321642993089078
5	left	congruent	left	0.265639597905855
5	right	congruent	right	0.20468943054588
5	left	congruent	left	0.276828242718732
5	left	congruent	left	0.443553142766785
5	left	congruent	left	0.376321056664904
5	left	incongruent	left	0.23420092526235
5	left	congruent	left	0.319856666106782
5	left	congruent	left	0.268410772397511
5	right	congruent	right	0.453017954264175
5	right	congruent	right	0.463288134956896
5	right	incongruent	right	0.416511001766055
5	right	incongruent	right	0.529133492626373
5	left	congruent	left	0.882646860088234
5	left	incongruent	right	0.458966215789894
5	left	incongruent	left	0.316841598402464
5	left	incongruent	left	0.302754072220715
5	right	congruent	right	0.390587028287126
5	right	congruent	right	0.376388884532188
5	right	incongruent	right	0.283423469599011
5	right	congruent	right	0.27722037994658
5	left	incongruent	right	0.684369043637997
5	left	congruent	left	0.575478261066052
5	left	congruent	left	0.347689856069412
5	left	congruent	left	0.690526042096619
5	left	incongruent	left	0.431339999249215
5	right	incongruent	right	0.322672216925064
5	right	incongruent	right	0.695902174905349
5	right	incongruent	right	0.444037189924425
5	left	incongruent	right	0.76782950569243
5	left	congruent	left	0.455730501868269
5	right	congruent	right	0.353989431688887
5	left	incongruent	right	0.297116887922567
5	left	incongruent	left	0.651829756370394
5	right	congruent	right	0.210004353063589
5	left	incongruent	right	0.254404784884645
5	right	congruent	right	0.379626890508966
5	left	incongruent	right	0.515805044732073
5	right	congruent	right	0.339610455399663
5	right	congruent	right	0.364721527665774
5	left	incongruent	left	1.21318482640809
5	right	congruent	right	0.433029890171057
5	right	incongruent	left	0.354770001676256
5	left	congruent	left	0.256784501898508
5	left	incongruent	right	0.459943159060259
5	left	congruent	left	0.22936261647181
5	right	incongruent	right	0.32428852900773
5	right	congruent	right	0.263765298034045
5	left	congruent	left	0.776517685819397
5	left	congruent	left	0.244102340364276
5	left	incongruent	right	0.418667787037213
5	right	congruent	right	0.328812795089055
5	right	incongruent	left	0.59627308482869
5	left	congruent	left	0.262930973669701
5	left	incongruent	left	0.264164599732361
5	left	congruent	left	0.33495291322189
5	left	incongruent	left	0.275072294550864
5	right	incongruent	left	0.228810706777679
5	left	incongruent	right	0.306987337307928
5	left	incongruent	left	0.327453048859079
5	left	incongruent	left	0.404769232444459
5	right	incongruent	right	0.400533252978562
5	right	congruent	right	0.263833255475762
5	right	congruent	right	0.590396122236483
5	left	incongruent	left	0.62531695544842
5	left	congruent	left	0.312313811335119
5	right	incongruent	right	0.239759073041568
5	right	incongruent	left	0.389680673124291
5	right	congruent	right	0.391178285955397
5	left	incongruent	left	0.549249635626612
5	left	congruent	left	0.237469468721703
5	left	incongruent	right	0.678098092411924
5	right	congruent	right	0.442245961799586
5	left	incongruent	left	0.274452422595192
5	left	congruent	left	0.440488897606204
5	right	congruent	right	0.379362885036235
5	left	incongruent	left	0.487750523116765
5	left	incongruent	left	0.262357764852208
5	right	incongruent	right	0.424385500358211
5	left	congruent	left	0.272369774055317
5	right	incongruent	left	0.944410960051922
5	left	incongruent	left	0.388038735186018
5	right	congruent	right	0.341517294648361
5	left	congruent	left	0.223381295442409
5	right	congruent	right	0.23409676036935
5	right	incongruent	left	0.267256609673582
5	right	incongruent	right	0.260163962162341
5	right	congruent	right	0.277242428399775
5	left	congruent	left	0.372455206148085
5	left	congruent	left	0.346385502462054
5	left	incongruent	right	0.29224422471375
5	left	incongruent	left	0.877525149332905
5	left	congruent	left	0.358768493585995
5	right	incongruent	left	0.741003651825457
5	left	incongruent	left	0.481867786004357
5	left	incongruent	left	0.560178401271446
5	right	congruent	right	0.262820734698812
5	left	incongruent	left	0.658602127483668
5	right	congruent	right	0.332869810208516
5	left	congruent	left	0.555332330149842
5	left	congruent	left	0.307415074754232
5	left	incongruent	left	0.295411723871387
5	right	congruent	right	0.23287293697245
5	left	incongruent	left	0.32906335503222
5	left	congruent	left	0.589779321995172
5	right	incongruent	right	0.695234027144936
5	right	incongruent	right	0.390801660254934
5	left	congruent	left	0.298354111734344
5	left	congruent	left	0.484364252982646
5	left	congruent	left	0.551862852773015
5	left	incongruent	right	0.19439343014693
5	right	congruent	right	0.353274978259967
5	left	congruent	left	0.364067508162056
5	left	congruent	left	0.474833444921771
5	left	incongruent	right	0.774939906139753
5	left	incongruent	right	1.05604626110809
5	left	incongruent	right	0.348773531560437
5	right	incongruent	right	0.395491852167086
5	left	congruent	left	0.547582462372062
5	left	congruent	left	0.273543842794539
5	left	congruent	left	0.39099702588239
5	right	congruent	right	0.287406694742578
5	right	congruent	right	0.298698376534478
5	left	incongruent	left	0.875705329000744
5	right	incongruent	right	0.298618722755105
5	left	incongruent	left	0.522683882645448
5	right	congruent	right	0.431344569248555
5	right	congruent	right	0.27286973031785
5	right	congruent	right	0.665926927498535
5	right	incongruent	right	0.857829858133763
5	left	congruent	left	0.626216188159601
5	right	incongruent	left	0.262447825869763
5	right	congruent	right	0.309925014714482
5	left	congruent	left	0.26791588591366
5	left	congruent	left	0.291287722970691
5	right	congruent	right	0.250586588369667
5	right	congruent	right	0.387496272177528
5	right	incongruent	left	0.293472230785579
5	left	congruent	left	0.260367579883362
5	left	incongruent	left	0.327194671154438
5	right	incongruent	left	0.962559932208919
5	left	incongruent	left	0.433660833039387
5	right	incongruent	right	0.340777260682223
5	right	incongruent	left	0.327314606165549
5	right	congruent	right	0.20723269928627
5	right	congruent	right	0.372812489271379
5	left	incongruent	left	1.20160779165637
5	right	incongruent	left	0.284470444963809
5	right	congruent	right	0.339585332722464
5	right	incongruent	right	0.718746140820337
5	right	incongruent	left	0.906722188657581
5	right	congruent	right	0.307652498327386
5	left	incongruent	left	0.43546823613462
5	right	congruent	right	0.376020310146079
5	left	incongruent	left	0.465014807418109
5	right	incongruent	right	0.189518759464228
5	right	congruent	right	0.260008657206217
5	left	incongruent	left	1.00661810416542
5	right	incongruent	left	1.48482695309865
5	right	incongruent	right	1.05002455688972
5	right	incongruent	left	0.259722123941951
5	right	congruent	right	0.290967022329717
5	right	congruent	right	0.570255629103075
5	right	congruent	right	0.443390652392293
5	right	congruent	right	0.255801471893011
5	left	congruent	left	0.274344246993729
5	right	incongruent	right	0.58180516030594
5	right	incongruent	right	0.820778907638292
5	right	congruent	right	0.344944332384727
5	right	incongruent	left	0.630281961730925
5	right	congruent	right	0.329532488585952
5	left	congruent	left	0.414680092607634
5	right	congruent	right	0.628073649275755
5	right	incongruent	right	0.294781952342636
5	left	incongruent	right	0.26894729050035
5	left	incongruent	right	0.268169892924522
5	right	congruent	right	0.329148642874183
5	left	congruent	left	0.245850334354784
5	right	incongruent	right	0.491372997321741
5	right	congruent	right	0.214254266321228
5	right	incongruent	right	0.37377553442282
5	left	incongruent	left	0.664855587079915
5	right	incongruent	left	0.761766364366831
5	left	congruent	left	0.242788918368754
5	right	congruent	right	0.308245955329674
5	left	incongruent	right	0.371544661455168
5	right	incongruent	right	0.346675877609562
5	right	incongruent	left	0.503112535333933
5	right	congruent	right	0.458541749935786
5	right	congruent	left	0.334341258215727
5	left	congruent	left	0.557193430770221
5	left	incongruent	left	0.811762700579577
5	left	congruent	left	0.612815610409716
5	left	congruent	left	0.385199761100638
5	right	incongruent	right	0.592871235638085
5	left	incongruent	left	0.704594570747474
5	left	incongruent	right	0.247438404511147
5	right	congruent	right	0.447799296841639
5	left	incongruent	left	0.747423757704176
5	left	incongruent	right	0.633719082487098
5	left	congruent	left	0.277266095588158
5	left	incongruent	left	0.302750808165444
5	right	incongruent	left	0.99554424577243
5	left	incongruent	right	0.205234873474995
5	left	congruent	left	0.447178671602817
5	right	incongruent	right	0.381975844198918
5	right	congruent	right	0.572973583142602
5	right	congruent	right	0.287532228064419
5	left	incongruent	left	0.508447758615794
5	right	incongruent	left	0.672270915179092
5	right	congruent	right	0.592045011919905
5	left	congruent	left	0.279644412199676
5	right	incongruent	right	0.234717112823726
5	right	incongruent	right	0.194051460911596
5	left	congruent	left	0.53929090415415
5	right	incongruent	left	0.598070429809871
5	right	incongruent	right	0.305756780877236
5	right	incongruent	left	0.330160819383727
5	left	incongruent	left	0.38965330476035
5	left	incongruent	left	0.58420748875461
5	left	incongruent	right	0.394770079130045
5	right	incongruent	right	0.495138452181907
5	left	congruent	left	0.548548591124244
5	right	congruent	left	0.237354226285933
5	right	congruent	right	0.440124548072494
5	left	congruent	left	0.266492629363194
5	left	congruent	left	0.285410080696437
5	left	incongruent	left	0.375405086914002
5	left	incongruent	right	0.39850728462127
5	right	incongruent	right	1.61203385189488
5	right	congruent	right	0.610846902458849
5	right	congruent	right	0.553623526154068
5	right	congruent	right	0.29945338850111
5	left	incongruent	left	0.344112810845205
5	right	incongruent	right	0.272720225808527
5	left	congruent	left	0.452525203443868
5	right	incongruent	right	0.348761554144404
5	left	incongruent	left	0.60226552128627
5	right	incongruent	right	0.77751153046558
5	right	incongruent	right	0.464726507052891
5	right	incongruent	right	0.350243951391474
5	right	congruent	right	0.253528433801129
5	left	congruent	left	0.458766208071522
5	left	congruent	left	0.461898019978873
5	left	congruent	left	0.543473595233952
5	left	incongruent	left	0.544179465785981
5	left	incongruent	left	0.39431879965561
5	right	incongruent	left	0.317523855063854
5	left	congruent	left	0.258078708350727
5	left	incongruent	right	0.291978057146926
5	right	congruent	right	0.32440984215897
5	left	congruent	left	0.359919222121264
5	right	incongruent	right	0.397222951245465
5	left	congruent	left	0.48749285163096
5	left	congruent	left	0.431515202724393
5	left	congruent	left	0.324402932876052
5	left	congruent	left	0.36180089984286
5	left	incongruent	left	0.713954603018063
5	left	incongruent	right	0.640229986759486
5	right	congruent	right	0.504113619102669
5	left	congruent	left	0.375670157164309
5	right	congruent	right	0.357928382015581
5	right	incongruent	right	1.2397746062505
5	right	incongruent	left	0.457703532240714
5	right	congruent	right	0.330820776346806
5	right	incongruent	right	0.299841682137816
5	right	congruent	right	0.814575448197515
5	left	incongruent	left	0.457569311561376
5	left	incongruent	right	0.334258051632518
5	left	incongruent	left	0.243102701281035
5	right	incongruent	right	0.490394881885871
5	left	congruent	left	0.256165437582339
5	right	congruent	right	0.230612835949999
5	right	incongruent	right	0.867983100159864
5	right	incongruent	right	0.263636155981906
5	left	congruent	left	0.298506073199649
5	right	incongruent	left	0.239512742170266
5	right	incongruent	left	0.517334509131138
5	left	congruent	left	0.297426965873311
5	left	incongruent	left	0.230251673437016
5	right	congruent	right	0.288494770736517
5	right	incongruent	right	0.512882681168806
5	right	congruent	right	0.268561585242887
5	left	congruent	left	0.248064913200461
5	right	incongruent	left	0.343809737465247
5	right	incongruent	right	0.437153077536472
5	right	congruent	right	0.325323970869995
5	right	incongruent	right	0.477667855878161
5	left	incongruent	left	0.755710249263718
5	right	congruent	right	0.644567066763969
5	left	congruent	left	0.385453349323639
5	right	incongruent	right	0.780428473881537
5	right	congruent	right	0.359205919602903
5	left	congruent	left	0.31605802341013
5	right	incongruent	left	0.836759781700825
5	right	incongruent	right	0.975293209789058
5	right	congruent	right	0.26764206702145
